patient_id,time_step,ecg_signal,label
1,0,0.27068248434495756,0
1,1,0.2587597362030805,0
1,2,0.2580115880597756,0
1,3,0.3353308116256486,0
1,4,0.30076225178636684,0
1,5,0.2938652491080295,0
1,6,0.3041656223851881,0
1,7,0.32271645986097847,0
1,8,0.33008788403808387,0
1,9,0.35152540802892424,0
1,10,0.3611517596472151,0
1,11,0.3668396344444983,0
1,12,0.4013961556130844,0
1,13,0.4101038024986373,0
1,14,0.3369143321210903,0
1,15,0.40277248851806696,0
1,16,0.3885104011931049,0
1,17,0.38977741240840574,0
1,18,0.3583339285043562,0
1,19,0.4060714939148649,0
1,20,0.35633584514819155,0
1,21,0.3350541060178793,0
1,22,0.2972383646185299,0
1,23,0.25657089801358113,0
1,24,0.17679286757993457,0
1,25,0.11987543391677223,0
1,26,0.06041833104273697,0
1,27,0.016857605205681345,0
1,28,-0.03932725675990008,0
1,29,-0.054321411062661445,0
1,30,-0.0556086942980025,0
1,31,-0.007871650836891307,0
1,32,0.11222454345774968,0
1,33,0.2456011058192863,0
1,34,0.3562412374436107,0
1,35,0.5394127989256788,0
1,36,0.6818788816310848,0
1,37,0.862388062292176,0
1,38,1.0032604781981571,0
1,39,1.149085873755238,0
1,40,1.1878955279495984,0
1,41,1.1691045988823638,0
1,42,1.122811094962823,0
1,43,1.0743863296513625,0
1,44,0.9961159493978268,0
1,45,0.8760838259317005,0
1,46,0.7524838577721644,0
1,47,0.570374763715194,0
1,48,0.49803459921938553,0
1,49,0.3828769869152934,0
1,50,0.30651914053514034,0
1,51,0.24452522671426277,0
1,52,0.23055086770885397,0
1,53,0.17282300660061636,0
1,54,0.13277296795629315,0
1,55,0.1268674578291602,0
1,56,0.09204610007804678,0
1,57,0.08514332745014605,0
1,58,0.0640533335980618,0
1,59,0.06894712052053796,0
1,60,0.10232371908467304,0
1,61,0.06315472844329426,0
1,62,0.08093933270532415,0
1,63,0.08627818156415035,0
1,64,0.05216294975531735,0
1,65,0.04682121847033484,0
1,66,0.003374057081683625,0
1,67,0.0051524276418500915,0
1,68,0.022683767558113726,0
1,69,-0.04333106582352256,0
1,70,-0.01600680269432682,0
1,71,-0.01457440850729188,0
1,72,-0.05395237616896933,0
1,73,-0.11068142523020458,0
1,74,-0.08420254764285616,0
1,75,-0.10594431983982174,0
1,76,-0.10836897765353169,0
1,77,-0.11620800200887321,0
1,78,-0.1595150858388641,0
1,79,-0.17355708274761977,0
1,80,-0.17219807046980046,0
1,81,-0.20073973950226412,0
1,82,-0.19037604695323654,0
1,83,-0.20731096931590914,0
1,84,-0.16371196892005618,0
1,85,-0.24789182733089088,0
1,86,-0.25369058789944343,0
1,87,-0.23986766610868052,0
1,88,-0.2408122177309872,0
1,89,-0.22205062378786367,0
1,90,-0.24446125745439357,0
1,91,-0.26915245029950197,0
1,92,-0.2880440808489475,0
1,93,-0.28380989624467456,0
1,94,-0.3213342427715306,0
1,95,-0.32237407173093136,0
1,96,-0.3521500660419048,0
1,97,-0.3330481016165622,0
1,98,-0.31469816178314847,0
1,99,-0.34312712976969656,0
1,100,-0.3588917597669297,0
1,101,-0.3545729685214761,0
1,102,-0.3363453840062447,0
1,103,-0.3588700835309435,0
1,104,-0.33915787780760803,0
1,105,-0.38425445538445446,0
1,106,-0.376773007825678,0
1,107,-0.3703038172817662,0
1,108,-0.3866376838448167,0
1,109,-0.3012960901346875,0
1,110,-0.3812883642828637,0
1,111,-0.33972281607675636,0
1,112,-0.3694644272207993,0
1,113,-0.36400915829881064,0
1,114,-0.3447675768913952,0
1,115,-0.3764990982593056,0
1,116,-0.35659674451221923,0
1,117,-0.3417682445944715,0
1,118,-0.350745335581801,0
1,119,-0.344756887333148,0
1,120,-0.3005577511976677,0
1,121,-0.29568869982642715,0
1,122,-0.3176393921831146,0
1,123,-0.30303168636353267,0
1,124,-0.26869088825612886,0
1,125,-0.3135925879687469,0
1,126,-0.26949441229272714,0
1,127,-0.2275270312016639,0
1,128,-0.2180653486988566,0
1,129,-0.2861086892508012,0
1,130,-0.2521176408158689,0
1,131,-0.2226706824994682,0
1,132,-0.2412987400637982,0
1,133,-0.21669695211501666,0
1,134,-0.19421753961758517,0
1,135,-0.15126972502384062,0
1,136,-0.16772966404529627,0
1,137,-0.14972604071996912,0
1,138,-0.1307942530994981,0
1,139,-0.11690313664008273,0
1,140,-0.11371111595785151,0
1,141,-0.12450315078984117,0
1,142,-0.07086275585656321,0
1,143,-0.06394637796311314,0
1,144,-0.08027521683831887,0
1,145,-0.05761336479548316,0
1,146,-0.01172672272751045,0
1,147,-0.0027788355609550293,0
1,148,-0.01462752222407733,0
1,149,0.00910546773858711,0
1,150,0.02639958122472477,0
1,151,0.05639271248267311,0
1,152,0.08381451246352903,0
1,153,0.07491111308285525,0
1,154,0.11170422845008905,0
1,155,0.12044807047822532,0
1,156,0.12167637371780275,0
1,157,0.10317570796634523,0
1,158,0.12585403731817452,0
1,159,0.1754574925698738,0
1,160,0.1404889139370608,0
1,161,0.1909693667224687,0
1,162,0.22229456790726804,0
1,163,0.21881466288423687,0
1,164,0.21698787197845934,0
1,165,0.22508344417550563,0
1,166,0.2710715408634476,0
1,167,0.27663108495727246,0
1,168,0.27363454315511476,0
1,169,0.3124801511298662,0
1,170,0.31975088550851494,0
1,171,0.34959241922858425,0
1,172,0.33594965674029054,0
1,173,0.3317440495934651,0
1,174,0.34222181091870296,0
1,175,0.31606295283167657,0
1,176,0.36707270872462555,0
1,177,0.3726989803828702,0
1,178,0.3550392072265847,0
1,179,0.3894672238286487,0
1,180,0.42490298657314207,0
1,181,0.3911617661886421,0
1,182,0.39418295234880874,0
1,183,0.44260910343456306,0
1,184,0.43968032650728794,0
1,185,0.4936192833459572,0
1,186,0.4096551474542771,0
1,187,0.4513061418929814,0
1,188,0.4400426797608907,0
1,189,0.4261511807953539,0
1,190,0.427171117696329,0
1,191,0.3835671862151515,0
1,192,0.31072660584350675,0
1,193,0.28760728029501603,0
1,194,0.27771022533970263,0
1,195,0.21304975130800968,0
1,196,0.1190000098469415,0
1,197,0.07713746767100585,0
1,198,0.07454982091367596,0
1,199,-0.010635616840347133,0
1,200,-0.012056333715557428,0
1,201,0.023468381000804575,0
1,202,0.10007939083124956,0
1,203,0.18588160747578025,0
1,204,0.342168461821863,0
1,205,0.4520971743807466,0
1,206,0.6704331695339386,0
1,207,0.8351081413679415,0
1,208,0.9832184008531394,0
1,209,1.1014005189459817,0
1,210,1.1817480122208346,0
1,211,1.2144821770407441,0
1,212,1.173950735369,0
1,213,1.1609417702180411,0
1,214,1.098284907232074,0
1,215,0.9540820822042495,0
1,216,0.8437678717661714,0
1,217,0.6767105194500648,0
1,218,0.5459723449878042,0
1,219,0.44449745480076713,0
1,220,0.3444316280472037,0
1,221,0.2663517906558303,0
1,222,0.24307169004137652,0
1,223,0.23040034230427517,0
1,224,0.15563282338047077,0
1,225,0.11908547802233502,0
1,226,0.15638544854176434,0
1,227,0.10833036132616639,0
1,228,0.10842817923301538,0
1,229,0.136763681285234,0
1,230,0.11715894415450724,0
1,231,0.09875555430018768,0
1,232,0.10428197691738159,0
1,233,0.08368579783156616,0
1,234,0.11743063149447683,0
1,235,0.052984752046128444,0
1,236,0.034456286822334835,0
1,237,0.029432679284870866,0
1,238,0.015844287625852757,0
1,239,0.02146202876406866,0
1,240,-0.04485976558464719,0
1,241,-0.011053209819778236,0
1,242,-0.04486811346046713,0
1,243,-0.032867715704288085,0
1,244,-0.06358785450323481,0
1,245,-0.0663404859620485,0
1,246,-0.09845168521376992,0
1,247,-0.0955843686706421,0
1,248,-0.08458478664066041,0
1,249,-0.14593687585553633,0
1,250,-0.14634713326429227,0
1,251,-0.1667205174053721,0
1,252,-0.13765423472045418,0
1,253,-0.19041841565095718,0
1,254,-0.20831075414809982,0
1,255,-0.21681538530716493,0
1,256,-0.21921717038629493,0
1,257,-0.24327082494894015,0
1,258,-0.24529792265354405,0
1,259,-0.2449292552315478,0
1,260,-0.26012970037881455,0
1,261,-0.25052251329807185,0
1,262,-0.28245725536309757,0
1,263,-0.28864105078076263,0
1,264,-0.28715982631014125,0
1,265,-0.25526032902563484,0
1,266,-0.32301686814488056,0
1,267,-0.2754242269828291,0
1,268,-0.34371477864438454,0
1,269,-0.32111708240379777,0
1,270,-0.33763650301072634,0
1,271,-0.35179881077625363,0
1,272,-0.3256423996035307,0
1,273,-0.33123802284560955,0
1,274,-0.35594880094535497,0
1,275,-0.39075981189563036,0
1,276,-0.3593139420907111,0
1,277,-0.34962442034590563,0
1,278,-0.3533323983527291,0
1,279,-0.3386737311916275,0
1,280,-0.3150086206832531,0
1,281,-0.34475268751042343,0
1,282,-0.3404903385964434,0
1,283,-0.347164270175795,0
1,284,-0.3244306593252973,0
1,285,-0.33447543458409396,0
1,286,-0.32682200875373807,0
1,287,-0.301807053016638,0
1,288,-0.3291154105296111,0
1,289,-0.3342362484965432,0
1,290,-0.3145529746897013,0
1,291,-0.2949230598972682,0
1,292,-0.30130410866684865,0
1,293,-0.28332907068335916,0
1,294,-0.3106645151082345,0
1,295,-0.3069340102985555,0
1,296,-0.2923152916302007,0
1,297,-0.2981706882129618,0
1,298,-0.2616038179811774,0
1,299,-0.2629879002144746,0
1,300,-0.2199646738080425,0
1,301,-0.2601924727933005,0
1,302,-0.1927003662291557,0
1,303,-0.23250008662271135,0
1,304,-0.22637954262276433,0
1,305,-0.20652400551138117,0
1,306,-0.13911470175593754,0
1,307,-0.16676108484475627,0
1,308,-0.14291638463694784,0
1,309,-0.14447253069412327,0
1,310,-0.12964736277868327,0
1,311,-0.12479390999174868,0
1,312,-0.10028960706906943,0
1,313,-0.07785683565354656,0
1,314,-0.04046200426320213,0
1,315,-0.09765069731286383,0
1,316,-0.013951235081220474,0
1,317,-0.021507236940971425,0
1,318,-0.025232503387653957,0
1,319,-0.014574155055258673,0
1,320,0.031560021687512305,0
1,321,0.029601104247306446,0
1,322,0.00868424339598338,0
1,323,0.06096008010795154,0
1,324,0.09088854575416594,0
1,325,0.09941031403218008,0
1,326,0.08389750842008054,0
1,327,0.08368625725954949,0
1,328,0.11798924387046723,0
1,329,0.20344189798798032,0
1,330,0.12116768301872725,0
1,331,0.14875139548766225,0
1,332,0.18679955537500884,0
1,333,0.18961648358401628,0
1,334,0.20102855385082327,0
1,335,0.2582121689641651,0
1,336,0.21307944782082494,0
1,337,0.242010448847532,0
1,338,0.2581932244847425,0
1,339,0.24961044288689493,0
1,340,0.2481172078555804,0
1,341,0.29320125652775864,0
